sex,age,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,c_days_from_compas,c_charge_degree,r_charge_degree,vr_charge_degree,is_recid
1.0,22,0.0,0,3,1,6,63.0,0.0,0.0,1.0,1
1.0,20,0.0,2,0,0,2,56.0,0.0,1.0,8.0,1
1.0,22,0.0,1,0,0,4,1.0,0.0,2.0,8.0,0
0.0,51,1.0,0,0,0,5,0.0,0.0,2.0,8.0,0
1.0,22,0.0,0,0,0,0,-1.0,2.0,2.0,8.0,-1
1.0,27,0.0,0,0,0,4,1.0,0.0,1.0,8.0,1
1.0,32,0.0,0,0,0,0,1.0,0.0,1.0,8.0,1
1.0,50,1.0,0,0,0,0,-1.0,2.0,2.0,8.0,-1
1.0,43,0.0,0,0,0,2,1.0,0.0,2.0,8.0,0
0.0,25,1.0,0,0,0,0,1.0,1.0,2.0,8.0,0
1.0,26,0.0,0,0,0,0,-1.0,2.0,2.0,8.0,-1
1.0,22,0.0,0,0,0,2,1.0,0.0,2.0,8.0,0
0.0,63,0.0,0,0,0,1,2902.0,0.0,2.0,8.0,0
1.0,37,1.0,0,0,0,2,1.0,0.0,2.0,8.0,0
1.0,26,0.0,0,0,0,0,1.0,0.0,1.0,8.0,1
1.0,32,0.0,1,2,0,17,0.0,0.0,1.0,8.0,1
1.0,26,0.0,0,0,0,0,1.0,1.0,2.0,8.0,0
0.0,21,1.0,0,0,0,5,1.0,0.0,2.0,8.0,0
0.0,58,0.0,0,0,0,4,1.0,0.0,2.0,8.0,0
1.0,51,1.0,0,0,0,1,20.0,1.0,2.0,8.0,0
0.0,22,1.0,0,0,1,1,22.0,1.0,2.0,8.0,0
1.0,28,0.0,0,0,0,0,-1.0,2.0,2.0,8.0,-1
1.0,26,0.0,0,0,0,6,0.0,1.0,1.0,8.0,1
1.0,21,0.0,2,0,1,2,1.0,0.0,1.0,8.0,1
0.0,29,0.0,0,0,0,1,1.0,0.0,1.0,8.0,1
0.0,26,1.0,0,0,0,0,0.0,0.0,2.0,8.0,0
1.0,31,1.0,0,0,0,0,1.0,0.0,0.0,8.0,1
1.0,43,1.0,0,0,0,2,10.0,0.0,2.0,8.0,0
1.0,23,0.0,0,0,0,0,1.0,1.0,2.0,8.0,0
1.0,25,1.0,0,0,0,0,1.0,0.0,2.0,8.0,0
1.0,22,0.0,0,0,0,6,1.0,0.0,2.0,8.0,0
1.0,30,0.0,0,0,0,6,1.0,0.0,2.0,8.0,0
1.0,25,0.0,0,3,1,15,1.0,0.0,0.0,0.0,1
1.0,20,0.0,0,0,1,0,1.0,0.0,1.0,8.0,1
1.0,31,0.0,0,0,0,3,1.0,0.0,0.0,8.0,1
1.0,33,0.0,0,0,0,1,1.0,0.0,1.0,8.0,1
1.0,59,0.0,0,0,0,1,1.0,0.0,2.0,8.0,0
1.0,53,0.0,0,0,0,8,1.0,0.0,0.0,8.0,1
1.0,34,1.0,0,0,0,2,1.0,1.0,2.0,8.0,0
1.0,36,1.0,0,0,0,6,26.0,0.0,2.0,8.0,0
1.0,23,0.0,0,0,0,0,1.0,0.0,2.0,8.0,0
1.0,32,0.0,0,0,0,2,0.0,1.0,2.0,8.0,0
1.0,32,0.0,0,0,0,11,1.0,1.0,1.0,8.0,1
0.0,66,1.0,0,0,0,1,46.0,1.0,2.0,8.0,0
0.0,24,1.0,0,0,0,0,1.0,1.0,2.0,8.0,0
1.0,30,0.0,0,0,0,7,1.0,0.0,1.0,8.0,1
1.0,28,0.0,0,0,0,1,1.0,1.0,2.0,8.0,0
1.0,43,1.0,0,0,0,4,0.0,0.0,1.0,2.0,1
1.0,35,0.0,0,0,0,3,1.0,1.0,2.0,8.0,0
1.0,25,0.0,0,0,0,1,0.0,0.0,2.0,8.0,0
1.0,21,0.0,0,0,0,1,10.0,0.0,2.0,8.0,0
1.0,19,0.0,3,0,0,2,21.0,0.0,0.0,8.0,1
1.0,32,0.0,0,0,0,1,1.0,0.0,2.0,8.0,0
1.0,33,1.0,0,0,0,0,2.0,0.0,1.0,5.0,1
1.0,48,1.0,0,0,0,0,3.0,1.0,2.0,8.0,0
1.0,22,0.0,0,0,0,1,1.0,1.0,1.0,5.0,1
1.0,35,0.0,0,0,0,0,-1.0,2.0,2.0,8.0,-1
1.0,29,0.0,0,0,0,0,1.0,0.0,2.0,8.0,0
0.0,23,0.0,0,0,0,0,1.0,1.0,2.0,8.0,0
1.0,62,0.0,0,0,0,15,35.0,0.0,2.0,8.0,0
1.0,37,1.0,0,0,0,0,1.0,0.0,2.0,8.0,0
0.0,33,1.0,0,0,0,0,3.0,1.0,2.0,8.0,0
1.0,35,0.0,0,0,0,1,1.0,1.0,2.0,8.0,0
1.0,53,1.0,0,0,0,0,0.0,0.0,0.0,8.0,1
1.0,59,1.0,0,0,0,17,25.0,0.0,1.0,8.0,1
1.0,34,0.0,0,0,0,2,1.0,0.0,2.0,8.0,0
0.0,48,1.0,0,0,0,0,1.0,1.0,2.0,8.0,0
0.0,33,0.0,0,0,0,1,10.0,0.0,2.0,8.0,0
1.0,44,1.0,0,0,0,0,0.0,1.0,2.0,8.0,0
1.0,31,1.0,0,0,0,10,18.0,0.0,1.0,8.0,1
0.0,26,0.0,0,0,0,0,-1.0,2.0,2.0,8.0,-1
1.0,28,0.0,0,0,1,2,1.0,0.0,0.0,8.0,1
0.0,47,0.0,0,0,0,5,1.0,0.0,2.0,8.0,0
1.0,23,0.0,0,0,0,0,1.0,0.0,0.0,8.0,1
1.0,26,1.0,0,0,0,0,0.0,0.0,2.0,8.0,0
1.0,22,0.0,0,3,0,3,0.0,0.0,2.0,8.0,0
1.0,29,0.0,0,0,0,0,1.0,1.0,2.0,8.0,0
1.0,57,1.0,0,0,0,0,0.0,1.0,2.0,8.0,0
1.0,20,0.0,0,1,1,2,1.0,0.0,1.0,8.0,1
1.0,27,0.0,0,0,0,15,1.0,1.0,2.0,8.0,0
1.0,44,1.0,0,0,0,0,1.0,1.0,2.0,8.0,0
1.0,41,0.0,0,0,0,2,1.0,0.0,2.0,8.0,0
1.0,57,0.0,0,0,0,20,19.0,1.0,2.0,8.0,0
1.0,65,1.0,0,0,0,0,1.0,1.0,2.0,8.0,0
1.0,27,1.0,0,0,0,3,1.0,1.0,2.0,8.0,0
1.0,65,1.0,0,0,0,0,-1.0,2.0,2.0,8.0,-1
0.0,28,0.0,0,0,1,4,0.0,0.0,2.0,8.0,0
0.0,38,0.0,0,0,0,0,1.0,0.0,2.0,8.0,0
1.0,27,1.0,0,0,0,1,1.0,1.0,1.0,8.0,1
1.0,61,1.0,0,0,0,0,1.0,0.0,2.0,8.0,0
1.0,31,1.0,0,0,0,7,1.0,1.0,2.0,8.0,0
1.0,23,1.0,0,0,0,5,105.0,0.0,1.0,8.0,1
1.0,33,0.0,0,0,0,16,243.0,1.0,1.0,8.0,1
1.0,26,0.0,0,0,0,3,21.0,0.0,1.0,8.0,1
1.0,20,0.0,0,0,2,0,1.0,0.0,1.0,1.0,1
1.0,55,1.0,0,0,0,2,1.0,1.0,1.0,8.0,1
1.0,36,0.0,0,0,0,0,0.0,0.0,2.0,8.0,0
1.0,23,0.0,1,0,0,1,1.0,1.0,2.0,8.0,0
1.0,21,1.0,0,0,0,0,-1.0,2.0,2.0,8.0,-1
1.0,28,0.0,0,0,0,1,1.0,0.0,2.0,8.0,0
1.0,22,0.0,0,0,1,4,1.0,0.0,2.0,8.0,0
1.0,34,0.0,0,2,1,19,1.0,0.0,1.0,8.0,1
0.0,48,1.0,0,0,0,0,1.0,0.0,2.0,8.0,0
0.0,59,1.0,0,0,0,1,21.0,0.0,2.0,8.0,0
1.0,37,1.0,0,0,0,0,5.0,0.0,1.0,2.0,1
1.0,20,0.0,0,0,0,0,1.0,0.0,2.0,8.0,0
0.0,28,1.0,0,0,0,0,1.0,0.0,1.0,8.0,1
0.0,40,1.0,0,0,0,0,-1.0,2.0,2.0,8.0,-1
1.0,21,0.0,2,0,0,2,125.0,0.0,2.0,8.0,0
1.0,20,0.0,1,0,1,1,47.0,0.0,1.0,8.0,1
1.0,31,0.0,0,0,0,0,1.0,0.0,2.0,8.0,0
0.0,38,0.0,0,0,0,14,1.0,0.0,0.0,2.0,1
1.0,33,0.0,0,0,0,0,4.0,0.0,1.0,8.0,1
1.0,27,0.0,0,0,0,3,1.0,0.0,1.0,5.0,1
1.0,25,1.0,0,0,0,2,0.0,1.0,1.0,8.0,1
0.0,42,0.0,0,0,0,2,1.0,0.0,2.0,8.0,0
1.0,22,0.0,0,0,0,3,1.0,0.0,0.0,2.0,1
1.0,57,1.0,0,0,0,15,32.0,0.0,2.0,8.0,0
1.0,45,1.0,0,0,0,1,1.0,0.0,1.0,8.0,1
0.0,21,0.0,0,0,0,1,11.0,1.0,0.0,8.0,1
1.0,51,1.0,0,0,0,0,-1.0,2.0,2.0,8.0,-1
1.0,52,1.0,0,0,0,2,41.0,1.0,2.0,8.0,0
1.0,34,0.0,0,0,0,7,0.0,0.0,2.0,8.0,0
1.0,29,1.0,0,0,0,0,1.0,1.0,2.0,8.0,0
0.0,37,0.0,0,0,0,0,0.0,1.0,2.0,8.0,0
1.0,34,1.0,0,0,1,0,1.0,0.0,2.0,8.0,0
0.0,55,1.0,0,0,0,0,-1.0,2.0,2.0,8.0,-1
1.0,53,0.0,0,0,0,0,1.0,1.0,1.0,5.0,1
0.0,30,0.0,0,0,0,8,1.0,0.0,1.0,8.0,1
1.0,31,1.0,0,0,0,0,-1.0,2.0,2.0,8.0,-1
1.0,28,1.0,0,0,0,1,1.0,0.0,2.0,8.0,0
1.0,21,0.0,0,0,0,1,1.0,0.0,2.0,8.0,0
1.0,22,0.0,0,0,0,1,1.0,0.0,2.0,8.0,0
1.0,41,0.0,0,0,0,7,1.0,0.0,2.0,8.0,0
1.0,43,1.0,0,0,0,6,1.0,0.0,2.0,8.0,0
1.0,42,1.0,0,0,0,1,1.0,1.0,0.0,5.0,1
1.0,34,0.0,0,0,0,2,1247.0,0.0,2.0,8.0,0
1.0,26,0.0,0,0,0,3,0.0,0.0,0.0,8.0,1
1.0,54,0.0,0,0,0,9,3940.0,1.0,2.0,8.0,0
1.0,30,0.0,2,0,0,20,0.0,0.0,1.0,8.0,1
0.0,26,0.0,0,0,0,1,1.0,0.0,1.0,8.0,1
1.0,41,0.0,0,0,0,0,0.0,1.0,2.0,8.0,0
1.0,23,1.0,1,0,1,5,0.0,1.0,0.0,8.0,1
1.0,39,0.0,0,0,0,0,1.0,0.0,2.0,8.0,0
1.0,43,1.0,0,0,0,1,1.0,0.0,0.0,2.0,1
1.0,42,0.0,0,0,0,3,1.0,0.0,2.0,8.0,0
1.0,22,0.0,0,0,0,0,2.0,1.0,1.0,2.0,1
1.0,23,0.0,0,0,0,0,1.0,1.0,2.0,8.0,0
1.0,24,0.0,0,0,0,2,1.0,1.0,2.0,8.0,0
0.0,27,1.0,0,0,0,6,1.0,0.0,1.0,8.0,1
0.0,42,0.0,0,0,0,2,1.0,1.0,2.0,8.0,0
1.0,25,0.0,0,0,0,8,1.0,0.0,1.0,8.0,1
1.0,49,0.0,0,0,0,4,1.0,1.0,2.0,8.0,0
1.0,26,0.0,1,0,0,7,43.0,0.0,1.0,8.0,1
1.0,52,1.0,0,0,0,1,1.0,0.0,2.0,8.0,0
1.0,27,0.0,0,0,0,2,6.0,0.0,2.0,8.0,0
1.0,40,0.0,0,0,0,0,-1.0,2.0,2.0,8.0,-1
0.0,60,1.0,0,0,0,2,1.0,0.0,2.0,8.0,0
1.0,44,1.0,0,0,0,1,0.0,1.0,2.0,8.0,0
0.0,30,0.0,0,0,0,0,1.0,0.0,2.0,8.0,0
1.0,21,0.0,0,0,0,1,1.0,0.0,2.0,8.0,0
0.0,23,0.0,0,0,0,0,1.0,1.0,2.0,8.0,0
1.0,30,0.0,0,0,0,2,1867.0,1.0,2.0,8.0,0
1.0,48,0.0,0,0,0,9,0.0,0.0,1.0,8.0,1
1.0,32,0.0,0,0,0,2,0.0,0.0,1.0,5.0,1
1.0,24,0.0,0,0,0,5,1.0,0.0,1.0,8.0,1
0.0,26,0.0,0,0,0,3,306.0,0.0,1.0,8.0,1
1.0,27,0.0,0,0,0,0,1.0,1.0,2.0,8.0,0
1.0,29,1.0,0,0,0,3,1.0,1.0,2.0,8.0,0
1.0,22,0.0,0,0,0,3,21.0,0.0,0.0,2.0,1
1.0,44,0.0,0,0,0,2,1.0,0.0,2.0,8.0,0
1.0,32,1.0,0,0,0,3,1.0,0.0,2.0,8.0,0
0.0,27,0.0,0,0,0,1,1.0,1.0,2.0,8.0,0
1.0,32,1.0,0,0,0,0,1.0,0.0,2.0,8.0,0
1.0,52,0.0,0,0,0,15,0.0,1.0,1.0,8.0,1
1.0,61,1.0,0,0,0,3,0.0,1.0,1.0,1.0,1
1.0,69,0.0,0,0,0,3,0.0,1.0,2.0,8.0,0
0.0,21,1.0,0,0,0,1,86.0,0.0,2.0,8.0,0
1.0,30,1.0,0,0,0,0,-1.0,2.0,2.0,8.0,-1
1.0,31,1.0,1,0,0,2,1.0,1.0,1.0,8.0,1
0.0,34,0.0,0,0,0,0,1.0,0.0,2.0,8.0,0
1.0,19,0.0,0,2,0,3,1.0,0.0,1.0,8.0,1
0.0,26,1.0,0,0,0,0,1.0,0.0,2.0,8.0,0
0.0,24,1.0,0,0,0,0,1.0,1.0,2.0,8.0,0
1.0,24,0.0,0,5,0,12,0.0,1.0,1.0,0.0,1
1.0,22,0.0,0,0,0,0,1.0,0.0,2.0,8.0,0
1.0,24,1.0,0,0,0,3,1.0,0.0,0.0,8.0,1
1.0,30,1.0,0,0,0,6,1.0,0.0,2.0,8.0,0
1.0,43,0.0,0,0,0,4,0.0,0.0,1.0,8.0,1
1.0,24,0.0,0,0,1,4,1.0,0.0,2.0,8.0,0
1.0,25,1.0,0,0,0,0,-1.0,2.0,2.0,8.0,-1
0.0,30,1.0,0,0,0,7,17.0,1.0,2.0,8.0,0
1.0,25,0.0,0,0,0,5,1.0,0.0,1.0,8.0,1
0.0,46,0.0,0,0,0,0,-1.0,2.0,2.0,8.0,-1
1.0,57,1.0,0,0,0,0,-1.0,2.0,0.0,2.0,1
0.0,56,1.0,0,0,0,1,1.0,0.0,2.0,8.0,0
1.0,21,0.0,0,0,0,1,8.0,0.0,2.0,8.0,0
1.0,31,0.0,3,0,0,6,1.0,0.0,0.0,2.0,1
0.0,23,0.0,0,0,0,1,1.0,0.0,2.0,8.0,0
1.0,26,0.0,0,0,0,0,1.0,0.0,2.0,8.0,0
1.0,30,0.0,1,0,2,15,1.0,0.0,0.0,8.0,1
1.0,47,1.0,0,0,0,1,102.0,1.0,2.0,8.0,0
1.0,24,0.0,0,0,0,0,1.0,1.0,2.0,8.0,0
0.0,27,1.0,0,0,0,3,129.0,0.0,2.0,8.0,0
1.0,60,1.0,0,0,0,0,3.0,1.0,2.0,8.0,0
1.0,64,1.0,0,0,0,0,1.0,0.0,2.0,8.0,0
1.0,28,1.0,0,0,0,1,0.0,1.0,2.0,8.0,0
0.0,21,1.0,0,0,0,0,1.0,0.0,0.0,5.0,1
1.0,36,0.0,0,0,0,5,795.0,0.0,2.0,8.0,0
0.0,50,0.0,0,0,0,1,1.0,0.0,2.0,8.0,0
1.0,23,0.0,0,0,0,0,1.0,1.0,0.0,8.0,1
1.0,29,0.0,1,1,0,4,9.0,0.0,2.0,8.0,0
1.0,31,1.0,0,0,1,5,103.0,0.0,2.0,8.0,0
0.0,42,0.0,0,0,0,6,0.0,0.0,2.0,8.0,0
1.0,26,0.0,0,0,0,1,1.0,0.0,2.0,8.0,0
0.0,25,1.0,0,0,0,5,4.0,0.0,2.0,8.0,0
0.0,47,0.0,0,0,0,1,762.0,0.0,2.0,8.0,0
1.0,28,0.0,0,0,1,7,9.0,0.0,0.0,8.0,1
1.0,19,1.0,0,0,0,0,1.0,1.0,2.0,8.0,0
1.0,54,1.0,0,0,0,14,1.0,1.0,1.0,2.0,1
1.0,23,1.0,0,0,0,0,-1.0,2.0,2.0,8.0,-1
1.0,25,1.0,0,0,1,5,1.0,1.0,1.0,2.0,1
1.0,63,1.0,0,0,0,0,1.0,1.0,1.0,8.0,1
1.0,35,0.0,0,0,0,2,1.0,1.0,2.0,8.0,0
1.0,20,0.0,9,0,0,9,23.0,0.0,1.0,8.0,1
1.0,32,0.0,0,0,0,2,677.0,0.0,2.0,8.0,0
1.0,25,0.0,0,0,0,8,1.0,1.0,0.0,2.0,1
1.0,33,1.0,0,0,0,0,1.0,1.0,2.0,8.0,0
1.0,29,0.0,0,0,0,7,1.0,0.0,2.0,8.0,0
1.0,37,0.0,1,0,1,12,1.0,1.0,1.0,8.0,1
0.0,39,0.0,0,0,0,2,1.0,0.0,2.0,8.0,0
0.0,20,1.0,0,2,1,3,1.0,1.0,1.0,5.0,1
1.0,32,0.0,0,0,0,1,1.0,0.0,1.0,8.0,1
1.0,72,1.0,0,0,0,1,23.0,1.0,2.0,8.0,0
1.0,38,1.0,0,0,0,0,1.0,0.0,2.0,8.0,0
1.0,40,1.0,0,0,0,0,1.0,0.0,2.0,8.0,0
1.0,23,1.0,0,0,0,0,1.0,0.0,2.0,8.0,0
1.0,44,1.0,0,0,0,7,130.0,0.0,2.0,8.0,0
0.0,22,0.0,0,0,0,0,1.0,0.0,2.0,8.0,0
1.0,21,1.0,0,0,0,5,10.0,0.0,0.0,1.0,1
1.0,27,1.0,0,0,0,4,0.0,0.0,1.0,8.0,1
1.0,55,1.0,0,0,0,13,1.0,0.0,1.0,8.0,1
1.0,23,0.0,0,3,0,5,0.0,0.0,1.0,8.0,1
0.0,41,1.0,0,0,0,0,1.0,1.0,2.0,8.0,0
1.0,21,0.0,0,0,0,1,40.0,0.0,2.0,8.0,0
0.0,33,0.0,0,0,0,5,65.0,1.0,2.0,8.0,0
1.0,56,1.0,0,0,0,1,1.0,1.0,2.0,8.0,0
1.0,55,1.0,0,0,0,11,338.0,1.0,2.0,8.0,0
0.0,23,0.0,0,0,0,1,1.0,1.0,2.0,8.0,0
1.0,28,0.0,0,0,0,3,1.0,0.0,2.0,8.0,0
0.0,32,1.0,0,0,0,1,1.0,1.0,2.0,8.0,0
1.0,56,0.0,0,0,0,3,49.0,1.0,2.0,8.0,0
0.0,46,1.0,0,0,0,2,43.0,0.0,2.0,8.0,0
1.0,53,1.0,0,0,0,0,1.0,1.0,2.0,8.0,0
1.0,27,0.0,0,0,0,6,1.0,0.0,0.0,8.0,1
1.0,22,1.0,0,0,0,0,1.0,0.0,1.0,8.0,1
0.0,22,0.0,0,0,1,0,1.0,0.0,1.0,8.0,1
1.0,33,0.0,0,0,0,7,1.0,1.0,0.0,5.0,1
1.0,34,0.0,0,0,0,15,6.0,0.0,2.0,8.0,0
1.0,35,1.0,0,0,0,2,1.0,0.0,2.0,8.0,0
1.0,25,0.0,0,0,0,3,1.0,0.0,2.0,8.0,0
1.0,32,0.0,0,0,0,12,1.0,0.0,0.0,8.0,1
1.0,47,0.0,4,0,1,14,1.0,0.0,0.0,8.0,1
1.0,25,0.0,0,4,4,14,1.0,0.0,0.0,8.0,1
1.0,27,0.0,0,1,0,10,1.0,0.0,2.0,8.0,0
1.0,41,1.0,0,0,0,0,1.0,0.0,2.0,8.0,0
1.0,56,1.0,0,0,0,0,1.0,0.0,2.0,8.0,0
1.0,45,0.0,0,0,0,5,1.0,0.0,2.0,8.0,0
1.0,28,0.0,0,0,0,4,1.0,0.0,1.0,2.0,1
1.0,20,0.0,2,0,0,2,1.0,0.0,1.0,8.0,1
0.0,31,0.0,0,0,0,0,1.0,0.0,2.0,8.0,0
0.0,27,1.0,0,0,0,1,238.0,0.0,1.0,8.0,1
0.0,48,1.0,0,0,0,0,-1.0,2.0,2.0,8.0,-1
1.0,51,0.0,0,0,0,0,-1.0,2.0,2.0,8.0,-1
0.0,29,0.0,0,0,0,11,1.0,0.0,2.0,8.0,0
1.0,72,1.0,0,0,0,3,5.0,0.0,2.0,8.0,0
0.0,24,0.0,0,0,0,2,1.0,1.0,1.0,8.0,1
1.0,27,0.0,0,0,0,9,1.0,0.0,2.0,8.0,0
1.0,31,0.0,0,0,0,4,2.0,0.0,2.0,8.0,0
1.0,49,1.0,0,0,0,0,0.0,1.0,2.0,8.0,0
1.0,45,0.0,0,0,0,3,35.0,0.0,2.0,8.0,0
1.0,30,0.0,0,0,0,7,1.0,1.0,1.0,8.0,1
1.0,59,1.0,0,0,0,24,36.0,1.0,2.0,8.0,0
1.0,45,0.0,0,0,0,0,1.0,1.0,2.0,8.0,0
1.0,47,1.0,0,0,0,0,1.0,1.0,2.0,8.0,0
1.0,24,0.0,0,0,0,0,1.0,0.0,1.0,8.0,1
1.0,20,0.0,0,0,0,0,1.0,1.0,1.0,8.0,1
1.0,51,1.0,0,0,0,6,0.0,0.0,1.0,8.0,1
1.0,34,0.0,0,0,0,2,128.0,2.0,2.0,8.0,0
0.0,34,0.0,0,0,0,0,1.0,1.0,2.0,8.0,0
1.0,37,1.0,0,0,0,4,4.0,1.0,2.0,8.0,0
0.0,49,1.0,0,0,0,2,1.0,1.0,1.0,8.0,1
1.0,41,1.0,0,0,0,5,1.0,0.0,2.0,8.0,0
1.0,21,0.0,0,0,0,2,10.0,1.0,2.0,8.0,0
1.0,49,1.0,0,0,0,1,17.0,0.0,2.0,8.0,0
0.0,34,1.0,0,0,0,2,49.0,0.0,1.0,1.0,1
0.0,21,0.0,0,0,0,4,32.0,0.0,2.0,8.0,0
1.0,30,0.0,0,0,0,0,0.0,0.0,2.0,8.0,0
0.0,28,0.0,0,0,0,0,1.0,1.0,2.0,8.0,0
1.0,33,1.0,0,0,0,2,1.0,1.0,2.0,8.0,0
1.0,46,0.0,0,0,0,0,1.0,0.0,2.0,8.0,0
1.0,22,0.0,0,0,0,0,0.0,0.0,2.0,8.0,0
1.0,21,0.0,0,0,0,0,1.0,1.0,1.0,8.0,1
1.0,32,1.0,0,0,0,0,0.0,0.0,2.0,8.0,0
1.0,26,0.0,0,1,3,14,1.0,0.0,1.0,8.0,1
1.0,37,1.0,0,0,0,2,55.0,1.0,2.0,8.0,0
0.0,24,0.0,0,0,0,0,0.0,0.0,2.0,8.0,0
1.0,42,0.0,0,0,0,0,-1.0,2.0,2.0,8.0,-1
1.0,58,0.0,0,0,0,24,0.0,0.0,1.0,8.0,1
1.0,24,1.0,0,0,0,0,-1.0,2.0,2.0,8.0,-1
0.0,20,0.0,0,0,3,2,1.0,0.0,1.0,8.0,1
1.0,28,0.0,0,0,0,0,1.0,1.0,1.0,8.0,1
1.0,21,1.0,0,0,0,0,1.0,0.0,0.0,1.0,1
1.0,34,0.0,0,0,0,3,4.0,1.0,2.0,8.0,0
1.0,32,0.0,2,0,0,15,1.0,0.0,0.0,8.0,1
1.0,40,0.0,0,0,0,0,1.0,1.0,2.0,8.0,0
1.0,38,0.0,0,0,1,10,1.0,0.0,1.0,8.0,1
1.0,22,0.0,0,0,0,0,1.0,0.0,2.0,8.0,0
1.0,42,1.0,0,0,0,2,1.0,0.0,0.0,8.0,1
0.0,57,1.0,0,0,0,0,1.0,1.0,2.0,8.0,0
1.0,20,0.0,0,0,1,0,0.0,0.0,2.0,8.0,0
0.0,56,1.0,0,0,0,1,20.0,0.0,2.0,8.0,0
1.0,30,0.0,0,2,2,11,1.0,0.0,2.0,8.0,0
1.0,29,0.0,0,0,0,2,1.0,1.0,2.0,8.0,0
1.0,46,0.0,0,0,1,15,1.0,0.0,0.0,8.0,1
1.0,36,0.0,2,0,0,5,64.0,0.0,2.0,8.0,0
0.0,24,0.0,0,0,0,0,1.0,0.0,2.0,8.0,0
0.0,70,0.0,0,0,0,1,1.0,0.0,2.0,8.0,0
0.0,45,1.0,0,0,0,1,11.0,1.0,2.0,8.0,0
1.0,33,0.0,0,0,0,4,7.0,0.0,2.0,8.0,0
0.0,39,0.0,0,1,0,6,1.0,0.0,2.0,8.0,0
1.0,25,1.0,0,1,0,6,16.0,0.0,2.0,8.0,0
1.0,23,0.0,0,0,0,0,1.0,0.0,2.0,8.0,0
1.0,37,1.0,0,0,0,5,15.0,1.0,2.0,8.0,0
0.0,32,1.0,0,0,0,1,41.0,1.0,1.0,8.0,1
1.0,45,0.0,0,0,0,0,-1.0,2.0,2.0,8.0,-1
1.0,46,1.0,0,0,0,0,1.0,0.0,2.0,8.0,0
0.0,54,1.0,0,0,0,0,4.0,1.0,2.0,8.0,0
1.0,28,1.0,0,0,0,0,1.0,1.0,0.0,2.0,1
1.0,32,1.0,0,0,0,1,229.0,1.0,2.0,8.0,0
1.0,27,0.0,0,0,0,1,1.0,0.0,2.0,8.0,0
0.0,20,0.0,0,0,0,0,1.0,1.0,2.0,8.0,0
0.0,23,1.0,0,0,0,0,-1.0,2.0,2.0,8.0,-1
1.0,43,1.0,0,0,0,11,227.0,0.0,1.0,2.0,1
1.0,56,1.0,0,0,0,5,38.0,0.0,1.0,8.0,1
1.0,30,0.0,0,0,0,9,0.0,0.0,0.0,8.0,1
1.0,35,0.0,0,4,17,12,734.0,0.0,2.0,8.0,0
1.0,29,1.0,0,0,0,1,22.0,0.0,2.0,8.0,0
1.0,54,0.0,0,0,0,8,1.0,0.0,0.0,8.0,1
0.0,20,1.0,0,0,0,0,0.0,0.0,2.0,8.0,0
1.0,29,0.0,0,0,0,0,1.0,0.0,2.0,8.0,0
1.0,32,1.0,0,0,0,0,0.0,1.0,2.0,8.0,0
0.0,41,0.0,0,0,0,0,-1.0,2.0,2.0,8.0,-1
1.0,67,0.0,0,0,0,3,1.0,0.0,2.0,8.0,0
1.0,44,1.0,0,0,0,2,1.0,1.0,2.0,8.0,0
0.0,46,0.0,0,0,0,1,1041.0,1.0,2.0,8.0,0
1.0,45,1.0,0,0,0,8,23.0,0.0,2.0,8.0,0
1.0,24,0.0,0,2,1,8,1.0,0.0,1.0,1.0,1
1.0,45,0.0,0,0,0,2,345.0,1.0,2.0,8.0,0
1.0,31,0.0,0,0,0,5,1.0,0.0,1.0,8.0,1
1.0,23,1.0,0,0,0,0,1.0,0.0,1.0,8.0,1
0.0,22,0.0,0,0,1,0,1.0,1.0,2.0,8.0,0
1.0,21,0.0,0,0,0,0,1.0,0.0,1.0,8.0,1
1.0,26,0.0,0,1,0,18,1.0,0.0,2.0,8.0,0
1.0,61,1.0,0,0,0,0,1.0,1.0,2.0,8.0,0
1.0,54,0.0,0,0,0,12,1.0,0.0,2.0,8.0,0
0.0,51,1.0,0,0,0,5,1.0,1.0,0.0,8.0,1
0.0,36,1.0,0,0,0,0,-1.0,2.0,2.0,8.0,-1
1.0,43,1.0,0,0,0,9,2.0,0.0,2.0,8.0,0
1.0,36,0.0,0,0,0,0,1.0,0.0,2.0,8.0,0
1.0,58,1.0,0,0,0,3,0.0,0.0,0.0,8.0,1
0.0,49,0.0,0,0,0,1,15.0,0.0,2.0,8.0,0
1.0,32,0.0,0,0,0,1,885.0,1.0,2.0,8.0,0
0.0,25,1.0,0,0,0,1,1.0,0.0,2.0,8.0,0
1.0,57,0.0,0,0,0,12,1.0,0.0,2.0,8.0,0
1.0,37,0.0,0,0,0,2,0.0,0.0,2.0,8.0,0
1.0,32,0.0,0,0,0,1,1.0,0.0,2.0,8.0,0
1.0,44,0.0,0,0,0,6,1.0,0.0,2.0,8.0,0
1.0,32,1.0,0,0,0,2,2.0,1.0,2.0,8.0,0
1.0,52,1.0,0,0,0,0,-1.0,2.0,2.0,8.0,-1
1.0,51,0.0,0,0,0,8,447.0,0.0,2.0,8.0,0
1.0,28,1.0,0,0,2,9,297.0,1.0,2.0,8.0,0
1.0,26,0.0,0,0,0,3,146.0,1.0,2.0,8.0,0
1.0,45,0.0,0,0,0,8,0.0,0.0,1.0,5.0,1
1.0,26,0.0,0,1,1,13,1.0,0.0,1.0,8.0,1
